,Name,Position,Points,Field
1581,Devin Singletary,RB,7.9,Away
1582,Devin Singletary,RB,11.4,Home
1583,Devin Singletary,RB,16.1,Away
1584,Devin Singletary,RB,11.8,Home
1585,Devin Singletary,RB,6.9,Away
1586,Devin Singletary,RB,4.8,Away
1587,Cole Beasley,WR,4.0,Away
1588,Cole Beasley,WR,8.3,Away
1589,Cole Beasley,WR,6.8,Home
1590,Cole Beasley,WR,7.5,Home
1591,Cole Beasley,WR,2.1,Away
1592,Cole Beasley,WR,7.6,Home
1593,Cole Beasley,WR,10.1,Home
1594,Cole Beasley,WR,7.3,Home
1595,Cole Beasley,WR,7.4,Away
1596,Cole Beasley,WR,3.8,Away
1597,Cole Beasley,WR,13.6,Home
1598,Cole Beasley,WR,17.0,Away
1599,Cole Beasley,WR,10.9,Home
1600,Cole Beasley,WR,0.6,Away
1601,Cole Beasley,WR,10.8,Away
1602,Curtis Samuel,WR,3.2,Home
1603,Curtis Samuel,WR,9.3,Home
1604,Curtis Samuel,WR,11.3,Away
1605,Curtis Samuel,WR,3.3,Away
1606,Curtis Samuel,WR,4.4,Home
1607,Curtis Samuel,WR,19.8,Away
1608,Curtis Samuel,WR,4.6,Away
1609,Curtis Samuel,WR,13.4,Home
1610,Curtis Samuel,WR,9.5,Away
1611,Curtis Samuel,WR,2.5,Home
1612,Curtis Samuel,WR,4.9,Away
1613,Curtis Samuel,WR,12.5,Home
1614,Curtis Samuel,WR,4.2,Away
1615,Curtis Samuel,WR,11.4,Home
1616,Curtis Samuel,WR,2.1,Away
1617,Curtis Samuel,WR,1.3,Home
1618,Tevin Coleman,RB,5.6,Away
1619,Tevin Coleman,RB,15.7,Home
1620,Tevin Coleman,RB,12.1,Away
1621,Tevin Coleman,RB,6.1,Away
1622,Tevin Coleman,RB,35.8,Home
1623,Tevin Coleman,RB,3.6,Away
1624,Tevin Coleman,RB,7.2,Home
1625,Tevin Coleman,RB,6.2,Home
1626,Tevin Coleman,RB,10.9,Home
1627,Tevin Coleman,RB,1.5,Away
1628,Tevin Coleman,RB,0.6,Away
1629,Tevin Coleman,RB,4.0,Home
1630,Tevin Coleman,RB,3.3,Home
1631,Tevin Coleman,RB,1.8,Away
1632,James Conner,RB,6.5,Away
1633,James Conner,RB,10.5,Home
1634,James Conner,RB,3.7,Away
1635,James Conner,RB,18.5,Home
1636,James Conner,RB,11.5,Home
1637,James Conner,RB,23.9,Away
1638,James Conner,RB,21.0,Home
1639,James Conner,RB,1.6,Away
1640,James Conner,RB,11.1,Home
1641,James Conner,RB,3.2,Away
1642,Mike Williams,WR,2.9,Home
1643,Mike Williams,WR,8.3,Away
1644,Mike Williams,WR,4.5,Home
1645,Mike Williams,WR,7.4,Home
1646,Mike Williams,WR,7.2,Home
1647,Mike Williams,WR,4.7,Away
1648,Mike Williams,WR,6.9,Away
1649,Mike Williams,WR,11.3,Home
1650,Mike Williams,WR,5.5,Away
1651,Mike Williams,WR,7.6,Home
1652,Mike Williams,WR,11.7,Away
1653,Mike Williams,WR,12.3,Away
1654,Mike Williams,WR,13.1,Home
1655,Mike Williams,WR,5.1,Home
1656,Mike Williams,WR,3.8,Away
1657,Damien Williams,RB,12.5,Away
1658,Damien Williams,RB,5.6,Away
1659,Damien Williams,RB,3.8,Home
1660,Damien Williams,RB,8.0,Home
1661,Damien Williams,RB,0.6,Away
1662,Damien Williams,RB,9.0,Home
1663,Damien Williams,RB,18.8,Home
1664,Damien Williams,RB,8.9,Away
1665,Damien Williams,RB,1.3,Away
1666,Damien Williams,RB,15.2,Away
1667,Damien Williams,RB,27.4,Home
1668,Robby Anderson,WR,2.3,Home
1669,Robby Anderson,WR,8.1,Home
1670,Robby Anderson,WR,1.1,Away
1671,Robby Anderson,WR,1.6,Away
1672,Robby Anderson,WR,18.5,Home
1673,Robby Anderson,WR,1.0,Home
1674,Robby Anderson,WR,4.3,Away
1675,Robby Anderson,WR,3.3,Away
1676,Robby Anderson,WR,1.1,Home
1677,Robby Anderson,WR,6.6,Away
1678,Robby Anderson,WR,14.6,Home
1679,Robby Anderson,WR,10.1,Away
1680,Robby Anderson,WR,18.1,Home
1681,Robby Anderson,WR,8.6,Away
1682,Robby Anderson,WR,9.2,Home
1683,Robby Anderson,WR,1.8,Away
1684,Chris Conley,WR,15.7,Home
1685,Chris Conley,WR,7.3,Away
1686,Chris Conley,WR,3.0,Home
1687,Chris Conley,WR,1.7,Away
1688,Chris Conley,WR,2.6,Away
1690,Chris Conley,WR,10.3,Away
1691,Chris Conley,WR,16.3,Home
1692,Chris Conley,WR,3.2,Home
1693,Chris Conley,WR,5.8,Away
1694,Chris Conley,WR,4.9,Away
1695,Chris Conley,WR,5.7,Home
1696,Chris Conley,WR,0.7,Home
1697,Chris Conley,WR,16.9,Away
1698,Chris Conley,WR,11.6,Away
1699,Chris Conley,WR,3.8,Home
1700,Duke Johnson,RB,9.0,Away
1701,Duke Johnson,RB,3.1,Home
1702,Duke Johnson,RB,2.4,Away
1703,Duke Johnson,RB,7.8,Home
1704,Duke Johnson,RB,6.7,Home
1705,Duke Johnson,RB,11.4,Away
1706,Duke Johnson,RB,5.6,Away
1707,Duke Johnson,RB,9.4,Home
1708,Duke Johnson,RB,14.1,Away
1709,Duke Johnson,RB,4.4,Away
1710,Duke Johnson,RB,3.0,Home
1711,Duke Johnson,RB,15.0,Home
1712,Duke Johnson,RB,4.5,Home
1713,Duke Johnson,RB,2.3,Away
1714,Duke Johnson,RB,-0.4,Away
1715,Duke Johnson,RB,11.7,Home
1716,Mason Rudolph,QB,11.18,Home
1717,Mason Rudolph,QB,14.46,Away
1718,Mason Rudolph,QB,16.86,Home
1719,Mason Rudolph,QB,9.24,Home
1720,Mason Rudolph,QB,16.04,Home
1721,Mason Rudolph,QB,10.14,Home
1722,Mason Rudolph,QB,13.58,Home
1723,Mason Rudolph,QB,6.34,Away
1724,Mason Rudolph,QB,1.8,Away
1725,Mason Rudolph,QB,9.16,Away
1726,Jamaal Williams,RB,1.5,Away
1727,Jamaal Williams,RB,10.1,Home
1728,Jamaal Williams,RB,8.6,Home
1730,Jamaal Williams,RB,19.6,Home
1731,Jamaal Williams,RB,9.1,Home
1732,Jamaal Williams,RB,15.6,Away
1733,Jamaal Williams,RB,10.9,Away
1734,Jamaal Williams,RB,6.3,Home
1735,Jamaal Williams,RB,8.0,Away
1736,Jamaal Williams,RB,6.7,Away
1737,Jamaal Williams,RB,2.4,Home
1738,Jamaal Williams,RB,3.3,Home
1739,Jamaal Williams,RB,5.2,Away
1740,David Johnson,RB,19.7,Home
1741,David Johnson,RB,7.4,Away
1742,David Johnson,RB,12.5,Home
1743,David Johnson,RB,13.9,Home
1744,David Johnson,RB,15.6,Away
1745,David Johnson,RB,22.2,Home
1746,David Johnson,RB,0.2,Away
1747,David Johnson,RB,-1.0,Away
1749,David Johnson,RB,2.4,Home
1750,David Johnson,RB,11.3,Home
1751,David Johnson,RB,0.6,Home
1752,David Johnson,RB,0.7,Away
1753,Diontae Johnson,WR,2.5,Away
1754,Diontae Johnson,WR,1.7,Home
1755,Diontae Johnson,WR,11.8,Away
1756,Diontae Johnson,WR,11.7,Home
1757,Diontae Johnson,WR,2.7,Home
1758,Diontae Johnson,WR,1.4,Away
1759,Diontae Johnson,WR,14.4,Home
1760,Diontae Johnson,WR,0.5,Home
1761,Diontae Johnson,WR,6.4,Home
1762,Diontae Johnson,WR,1.7,Away
1763,Diontae Johnson,WR,2.9,Away
1764,Diontae Johnson,WR,3.1,Home
1765,Diontae Johnson,WR,19.6,Away
1766,Diontae Johnson,WR,4.2,Home
1767,Diontae Johnson,WR,14.1,Away
1768,Diontae Johnson,WR,5.4,Away
1769,Case Keenum,QB,27.2,Away
1770,Case Keenum,QB,16.74,Home
1771,Case Keenum,QB,11.58,Home
1772,Case Keenum,QB,-0.52,Away
1773,Case Keenum,QB,15.64,Away
1774,Case Keenum,QB,3.08,Home
1775,Case Keenum,QB,3.2,Away
1777,Case Keenum,QB,16.42,Home
1778,Case Keenum,QB,10.24,Away
1779,Golden Tate,WR,1.3,Home
1780,Golden Tate,WR,16.2,Away
1781,Golden Tate,WR,8.0,Home
1782,Golden Tate,WR,8.5,Away
1783,Golden Tate,WR,5.8,Home
1784,Golden Tate,WR,19.5,Away
1785,Golden Tate,WR,9.3,Away
1786,Golden Tate,WR,1.1,Away
1787,Golden Tate,WR,11.1,Home
1788,Golden Tate,WR,9.6,Away
1789,Golden Tate,WR,12.8,Home
1790,Larry Fitzgerald,WR,17.3,Home
1791,Larry Fitzgerald,WR,10.4,Away
1792,Larry Fitzgerald,WR,9.6,Home
1793,Larry Fitzgerald,WR,4.7,Home
1794,Larry Fitzgerald,WR,5.8,Away
1795,Larry Fitzgerald,WR,6.9,Home
1796,Larry Fitzgerald,WR,1.2,Away
1797,Larry Fitzgerald,WR,0.8,Away
1798,Larry Fitzgerald,WR,3.8,Home
1799,Larry Fitzgerald,WR,7.1,Away
1800,Larry Fitzgerald,WR,7.7,Away
1801,Larry Fitzgerald,WR,5.6,Home
1802,Larry Fitzgerald,WR,2.0,Home
1803,Larry Fitzgerald,WR,4.2,Home
1804,Larry Fitzgerald,WR,10.8,Away
1805,Larry Fitzgerald,WR,4.5,Away
1806,Breshad Perriman,WR,1.0,Home
1808,Breshad Perriman,WR,1.9,Home
1811,Breshad Perriman,WR,10.2,Away
1812,Breshad Perriman,WR,1.7,Home
1813,Breshad Perriman,WR,2.0,Home
1814,Breshad Perriman,WR,4.4,Away
1815,Breshad Perriman,WR,8.7,Away
1816,Breshad Perriman,WR,13.0,Home
1817,Breshad Perriman,WR,29.6,Away
1818,Breshad Perriman,WR,10.2,Home
1819,Breshad Perriman,WR,19.4,Home
1820,Peyton Barber,RB,4.5,Home
1821,Peyton Barber,RB,14.9,Away
1822,Peyton Barber,RB,5.5,Home
1823,Peyton Barber,RB,7.9,Away
1824,Peyton Barber,RB,9.1,Away
1825,Peyton Barber,RB,2.8,Home
1826,Peyton Barber,RB,2.8,Away
1827,Peyton Barber,RB,1.5,Away
1828,Peyton Barber,RB,10.7,Home
1829,Peyton Barber,RB,7.1,Home
1830,Peyton Barber,RB,3.2,Away
1831,Peyton Barber,RB,18.4,Away
1832,Peyton Barber,RB,5.3,Home
1833,Peyton Barber,RB,4.0,Away
1834,Peyton Barber,RB,-0.7,Home
1835,Peyton Barber,RB,3.5,Home
1836,Jordan Howard,RB,5.5,Home
1837,Jordan Howard,RB,2.6,Away
1838,Jordan Howard,RB,9.7,Home
1839,Jordan Howard,RB,29.5,Away
1840,Jordan Howard,RB,12.2,Home
1841,Jordan Howard,RB,4.9,Away
1842,Jordan Howard,RB,5.6,Away
1843,Jordan Howard,RB,17.1,Away
1844,Jordan Howard,RB,14.3,Home
1846,Tyrell Williams,WR,16.5,Home
1847,Tyrell Williams,WR,10.6,Home
1848,Tyrell Williams,WR,8.9,Away
1849,Tyrell Williams,WR,9.6,Away
1850,Tyrell Williams,WR,15.1,Away
1851,Tyrell Williams,WR,4.8,Home
1852,Tyrell Williams,WR,2.5,Home
1853,Tyrell Williams,WR,8.2,Home
1854,Tyrell Williams,WR,1.8,Away
1855,Tyrell Williams,WR,0.9,Away
1856,Tyrell Williams,WR,3.5,Home
1857,Tyrell Williams,WR,10.5,Home
1858,Tyrell Williams,WR,8.2,Away
1860,Marquise Brown,WR,26.7,Away
1861,Marquise Brown,WR,8.6,Home
1862,Marquise Brown,WR,4.9,Away
1863,Marquise Brown,WR,2.2,Home
1864,Marquise Brown,WR,8.2,Away
1865,Marquise Brown,WR,4.8,Home
1866,Marquise Brown,WR,14.0,Away
1867,Marquise Brown,WR,2.3,Home
1868,Marquise Brown,WR,16.2,Away
1869,Marquise Brown,WR,0.1,Home
1871,Marquise Brown,WR,10.5,Home
1872,Marquise Brown,WR,0.6,Away
1873,Marquise Brown,WR,1.5,Home
1874,Randall Cobb,WR,12.9,Home
1875,Randall Cobb,WR,3.5,Away
1876,Randall Cobb,WR,2.3,Home
1877,Randall Cobb,WR,4.1,Away
1878,Randall Cobb,WR,5.3,Home
1879,Randall Cobb,WR,2.9,Home
1880,Randall Cobb,WR,1.5,Away
1881,Randall Cobb,WR,16.6,Home
1882,Randall Cobb,WR,17.5,Away
1883,Randall Cobb,WR,8.6,Away
1884,Randall Cobb,WR,5.3,Home
1885,Randall Cobb,WR,4.3,Away
1887,Randall Cobb,WR,7.3,Away
1888,Randall Cobb,WR,8.1,Home
1889,Christian Kirk,WR,6.4,Home
1890,Christian Kirk,WR,11.4,Away
1891,Christian Kirk,WR,5.9,Home
1892,Christian Kirk,WR,4.3,Home
1893,Christian Kirk,WR,9.8,Away
1894,Christian Kirk,WR,1.6,Home
1895,Christian Kirk,WR,31.8,Away
1896,Christian Kirk,WR,4.2,Away
1897,Christian Kirk,WR,2.3,Home
1898,Christian Kirk,WR,8.9,Home
1899,Christian Kirk,WR,6.1,Home
1900,Christian Kirk,WR,0.9,Away
1901,Christian Kirk,WR,6.6,Away
1902,Royce Freeman,RB,6.1,Away
1903,Royce Freeman,RB,10.2,Home
1904,Royce Freeman,RB,7.3,Away
1905,Royce Freeman,RB,5.0,Home
1906,Royce Freeman,RB,6.7,Away
1907,Royce Freeman,RB,7.6,Home
1908,Royce Freeman,RB,12.7,Home
1909,Royce Freeman,RB,10.5,Away
1910,Royce Freeman,RB,1.4,Home
1911,Royce Freeman,RB,4.5,Away
1912,Royce Freeman,RB,2.9,Away
1913,Royce Freeman,RB,2.4,Home
1914,Royce Freeman,RB,9.2,Away
1915,Royce Freeman,RB,2.6,Away
1916,Royce Freeman,RB,9.7,Home
1917,Royce Freeman,RB,0.4,Home
1919,Mecole Hardman,WR,12.1,Away
1920,Mecole Hardman,WR,16.4,Home
1921,Mecole Hardman,WR,-1.1,Away
1922,Mecole Hardman,WR,7.3,Home
1923,Mecole Hardman,WR,4.5,Home
1924,Mecole Hardman,WR,8.8,Away
1925,Mecole Hardman,WR,11.5,Home
1926,Mecole Hardman,WR,-1.3,Home
1927,Mecole Hardman,WR,12.3,Away
1928,Mecole Hardman,WR,1.3,Away
1929,Mecole Hardman,WR,0.9,Home
1930,Mecole Hardman,WR,10.8,Away
1931,Mecole Hardman,WR,1.0,Home
1933,Mecole Hardman,WR,9.0,Home
1936,Zach Pascal,WR,11.3,Home
1937,Zach Pascal,WR,7.2,Home
1938,Zach Pascal,WR,2.0,Away
1939,Zach Pascal,WR,22.6,Home
1940,Zach Pascal,WR,0.6,Home
1941,Zach Pascal,WR,13.6,Away
1942,Zach Pascal,WR,2.6,Home
1943,Zach Pascal,WR,1.7,Home
1945,Zach Pascal,WR,10.9,Home
1946,Zach Pascal,WR,15.4,Away
1947,Zach Pascal,WR,4.4,Away
1948,Zach Pascal,WR,0.6,Home
1949,Zach Pascal,WR,1.4,Away
1950,LeSean McCoy,RB,9.3,Away
1951,LeSean McCoy,RB,2.3,Away
1952,LeSean McCoy,RB,20.0,Home
1953,LeSean McCoy,RB,14.9,Away
1954,LeSean McCoy,RB,0.3,Home
1955,LeSean McCoy,RB,4.4,Home
1956,LeSean McCoy,RB,7.6,Away
1957,LeSean McCoy,RB,4.3,Home
1958,LeSean McCoy,RB,0.9,Home
1959,LeSean McCoy,RB,11.7,Away
1960,LeSean McCoy,RB,9.0,Home
1961,LeSean McCoy,RB,4.3,Away
1962,LeSean McCoy,RB,1.6,Home
1963,Dede Westbrook,WR,9.2,Home
1964,Dede Westbrook,WR,0.3,Away
1965,Dede Westbrook,WR,5.0,Home
1966,Dede Westbrook,WR,6.6,Away
1967,Dede Westbrook,WR,8.2,Away
1968,Dede Westbrook,WR,5.3,Home
1969,Dede Westbrook,WR,11.7,Away
1971,Dede Westbrook,WR,3.2,Away
1972,Dede Westbrook,WR,6.9,Away
1973,Dede Westbrook,WR,14.0,Home
1974,Dede Westbrook,WR,2.5,Home
1975,Dede Westbrook,WR,2.1,Away
1976,Dede Westbrook,WR,0.5,Away
1977,Dede Westbrook,WR,15.2,Home
1978,Teddy Bridgewater,QB,7.1,Away
1979,Teddy Bridgewater,QB,16.28,Away
1980,Teddy Bridgewater,QB,6.52,Home
1981,Teddy Bridgewater,QB,27.26,Home
1982,Teddy Bridgewater,QB,13.6,Away
1983,Teddy Bridgewater,QB,19.94,Away
1986,Teddy Bridgewater,QB,0.26,Away
1987,James Washington,WR,5.1,Away
1988,James Washington,WR,2.3,Home
1989,James Washington,WR,1.4,Away
1991,James Washington,WR,5.2,Home
1992,James Washington,WR,2.1,Home
1993,James Washington,WR,6.9,Home
1994,James Washington,WR,13.0,Home
1995,James Washington,WR,4.9,Away
1996,James Washington,WR,15.8,Away
1997,James Washington,WR,17.1,Home
1998,James Washington,WR,3.3,Away
1999,James Washington,WR,8.3,Home
2000,James Washington,WR,4.1,Away
2002,Sammy Watkins,WR,37.8,Away
2003,Sammy Watkins,WR,4.9,Away
2004,Sammy Watkins,WR,6.4,Home
2005,Sammy Watkins,WR,3.4,Away
2007,Sammy Watkins,WR,4.5,Home
2008,Sammy Watkins,WR,6.3,Home
2009,Sammy Watkins,WR,5.1,Away
2010,Sammy Watkins,WR,2.6,Away
2012,Sammy Watkins,WR,5.0,Away
2013,Sammy Watkins,WR,6.9,Home
2014,Sammy Watkins,WR,2.8,Away
2015,Sammy Watkins,WR,0.8,Home
2016,Gus Edwards,RB,5.6,Away
2017,Gus Edwards,RB,1.1,Home
2018,Gus Edwards,RB,6.8,Away
2019,Gus Edwards,RB,3.6,Home
2020,Gus Edwards,RB,2.3,Away
2021,Gus Edwards,RB,3.4,Home
2022,Gus Edwards,RB,3.5,Away
2023,Gus Edwards,RB,8.7,Home
2024,Gus Edwards,RB,1.7,Away
2025,Gus Edwards,RB,17.2,Home
2026,Gus Edwards,RB,5.5,Away
2027,Gus Edwards,RB,2.2,Home
2028,Gus Edwards,RB,2.0,Away
2029,Gus Edwards,RB,3.5,Home
2030,Gus Edwards,RB,7.3,Away
2031,Gus Edwards,RB,11.2,Home
2032,DeAndre Washington,RB,0.8,Home
2033,DeAndre Washington,RB,3.5,Home
2034,DeAndre Washington,RB,2.2,Away
2035,DeAndre Washington,RB,2.6,Away
2036,DeAndre Washington,RB,9.6,Home
2037,DeAndre Washington,RB,4.1,Away
2038,DeAndre Washington,RB,2.7,Away
2039,DeAndre Washington,RB,2.8,Home
2040,DeAndre Washington,RB,1.9,Home
2041,DeAndre Washington,RB,1.3,Home
2042,DeAndre Washington,RB,1.9,Away
2043,DeAndre Washington,RB,4.9,Away
2044,DeAndre Washington,RB,15.6,Home
2045,DeAndre Washington,RB,2.2,Home
2046,DeAndre Washington,RB,16.6,Away
2047,DeAndre Washington,RB,13.2,Away
2048,Tarik Cohen,RB,4.9,Home
2049,Tarik Cohen,RB,2.5,Away
2050,Tarik Cohen,RB,2.4,Away
2051,Tarik Cohen,RB,7.8,Home
2052,Tarik Cohen,RB,4.9,Away
2053,Tarik Cohen,RB,2.9,Home
2054,Tarik Cohen,RB,4.6,Home
2055,Tarik Cohen,RB,1.6,Away
2056,Tarik Cohen,RB,9.7,Home
2057,Tarik Cohen,RB,13.4,Away
2058,Tarik Cohen,RB,5.4,Home
2059,Tarik Cohen,RB,3.5,Away
2060,Tarik Cohen,RB,3.1,Home
2061,Tarik Cohen,RB,8.5,Away
2062,Tarik Cohen,RB,3.3,Home
2063,Tarik Cohen,RB,6.4,Away
2064,Joe Flacco,QB,14.82,Away
2065,Joe Flacco,QB,15.68,Home
2066,Joe Flacco,QB,5.02,Away
2067,Joe Flacco,QB,22.02,Home
2068,Joe Flacco,QB,7.98,Away
2069,Joe Flacco,QB,4.98,Home
2070,Joe Flacco,QB,6.52,Home
2071,Joe Flacco,QB,7.86,Away
2072,Will Fuller,WR,6.9,Away
2073,Will Fuller,WR,4.0,Home
2074,Will Fuller,WR,5.1,Away
2075,Will Fuller,WR,2.3,Home
2076,Will Fuller,WR,39.7,Home
2077,Will Fuller,WR,4.4,Away
2078,Will Fuller,WR,0.6,Away
2079,Will Fuller,WR,14.0,Home
2080,Will Fuller,WR,0.8,Home
2081,Will Fuller,WR,6.1,Away
2082,Will Fuller,WR,1.1,Away
2083,Marcus Mariota,QB,24.32,Away
2084,Marcus Mariota,QB,13.36,Home
2085,Marcus Mariota,QB,15.56,Away
2086,Marcus Mariota,QB,23.28,Away
2087,Marcus Mariota,QB,8.62,Home
2088,Marcus Mariota,QB,-1.08,Away
2089,Marcus Mariota,QB,0.96,Away
2090,Hunter Renfrow,WR,1.3,Home
2091,Hunter Renfrow,WR,3.0,Home
2092,Hunter Renfrow,WR,2.8,Away
2093,Hunter Renfrow,WR,1.8,Away
2094,Hunter Renfrow,WR,1.2,Home
2095,Hunter Renfrow,WR,1.4,Away
2096,Hunter Renfrow,WR,14.8,Away
2097,Hunter Renfrow,WR,11.4,Home
2098,Hunter Renfrow,WR,4.2,Home
2099,Hunter Renfrow,WR,6.6,Home
2100,Hunter Renfrow,WR,3.1,Away
2101,Hunter Renfrow,WR,16.7,Away
2102,Hunter Renfrow,WR,16.2,Away
2103,Sterling Shepard,WR,4.2,Away
2104,Sterling Shepard,WR,20.1,Away
2105,Sterling Shepard,WR,9.9,Home
2106,Sterling Shepard,WR,4.7,Home
2107,Sterling Shepard,WR,3.7,Away
2108,Sterling Shepard,WR,10.0,Home
2109,Sterling Shepard,WR,3.6,Away
2110,Sterling Shepard,WR,11.1,Home
2111,Sterling Shepard,WR,13.6,Away
2112,Sterling Shepard,WR,3.9,Home
2113,Matt Breida,RB,3.7,Away
2114,Matt Breida,RB,13.2,Away
2115,Matt Breida,RB,8.8,Home
2116,Matt Breida,RB,24.9,Home
2117,Matt Breida,RB,6.3,Away
2118,Matt Breida,RB,3.6,Away
2119,Matt Breida,RB,5.0,Home
2120,Matt Breida,RB,9.2,Away
2121,Matt Breida,RB,2.5,Home
2122,Matt Breida,RB,5.8,Away
2123,Matt Breida,RB,-0.3,Home
2125,Matt Breida,RB,1.6,Away
2126,Adam Thielen,WR,10.3,Home
2127,Adam Thielen,WR,7.5,Away
2128,Adam Thielen,WR,17.6,Home
2129,Adam Thielen,WR,0.6,Away
2130,Adam Thielen,WR,25.0,Away
2131,Adam Thielen,WR,11.7,Home
2132,Adam Thielen,WR,8.5,Away
2134,Adam Thielen,WR,3.0,Away
2135,Adam Thielen,WR,0.2,Home
2136,Taysom Hill,QB,7.7,Home
2137,Taysom Hill,QB,1.6,Away
2138,Taysom Hill,QB,1.0,Away
2139,Taysom Hill,QB,1.6,Home
2140,Taysom Hill,QB,2.12,Home
2141,Taysom Hill,QB,1.7,Away
2142,Taysom Hill,QB,8.5,Away
2143,Taysom Hill,QB,12.3,Home
2144,Taysom Hill,QB,2.08,Home
2145,Taysom Hill,QB,0.4,Away
2147,Taysom Hill,QB,16.5,Away
2148,Taysom Hill,QB,2.5,Home
2149,Taysom Hill,QB,10.3,Home
2150,Taysom Hill,QB,4.0,Away
2151,Taysom Hill,QB,10.9,Away
2152,Frank Gore,RB,2.0,Away
2153,Frank Gore,RB,14.3,Away
2154,Frank Gore,RB,14.9,Home
2155,Frank Gore,RB,10.9,Home
2156,Frank Gore,RB,6.9,Away
2157,Frank Gore,RB,6.6,Home
2158,Frank Gore,RB,3.4,Home
2159,Frank Gore,RB,1.5,Home
2160,Frank Gore,RB,1.6,Away
2161,Frank Gore,RB,4.5,Away
2162,Frank Gore,RB,6.5,Home
2163,Frank Gore,RB,2.5,Away
2164,Frank Gore,RB,0.6,Home
2165,Frank Gore,RB,1.5,Away
2167,Frank Gore,RB,4.2,Home
2168,T.Y. Hilton,WR,20.7,Away
2169,T.Y. Hilton,WR,10.3,Away
2170,T.Y. Hilton,WR,12.5,Home
2171,T.Y. Hilton,WR,3.7,Away
2172,T.Y. Hilton,WR,13.4,Home
2173,T.Y. Hilton,WR,5.4,Home
2174,T.Y. Hilton,WR,1.8,Away
2175,T.Y. Hilton,WR,2.5,Away
2176,T.Y. Hilton,WR,2.6,Home
2177,T.Y. Hilton,WR,7.2,Away
2178,Kenny Stills,WR,9.7,Away
2179,Kenny Stills,WR,3.8,Home
2180,Kenny Stills,WR,8.9,Away
2181,Kenny Stills,WR,2.4,Home
2182,Kenny Stills,WR,10.5,Away
2183,Kenny Stills,WR,2.2,Home
2184,Kenny Stills,WR,5.2,Away
2185,Kenny Stills,WR,2.7,Away
2186,Kenny Stills,WR,0.6,Home
2187,Kenny Stills,WR,12.1,Home
2188,Kenny Stills,WR,0.8,Home
2189,Kenny Stills,WR,15.5,Away
2190,Kenny Stills,WR,5.7,Away
2191,Danny Amendola,WR,16.4,Away
2193,Danny Amendola,WR,3.7,Away
2194,Danny Amendola,WR,0.6,Away
2195,Danny Amendola,WR,10.5,Home
2196,Danny Amendola,WR,9.5,Home
2197,Danny Amendola,WR,2.9,Away
2198,Danny Amendola,WR,2.9,Away
2199,Danny Amendola,WR,4.7,Home
2200,Danny Amendola,WR,2.1,Away
2201,Danny Amendola,WR,3.2,Home
2202,Danny Amendola,WR,3.4,Away
2203,Danny Amendola,WR,10.2,Home
2204,Danny Amendola,WR,2.1,Away
2205,Danny Amendola,WR,6.36,Home
2206,Alshon Jeffery,WR,17.1,Home
2208,Alshon Jeffery,WR,9.8,Away
2209,Alshon Jeffery,WR,5.2,Home
2210,Alshon Jeffery,WR,13.6,Away
2211,Alshon Jeffery,WR,3.8,Away
2212,Alshon Jeffery,WR,6.4,Away
2213,Alshon Jeffery,WR,3.6,Home
2214,Alshon Jeffery,WR,19.7,Away
2216,Dwayne Haskins,QB,0.58,Away
2217,Dwayne Haskins,QB,-0.68,Away
2218,Dwayne Haskins,QB,7.16,Away
2219,Dwayne Haskins,QB,17.06,Home
2220,Dwayne Haskins,QB,5.04,Home
2221,Dwayne Haskins,QB,6.48,Away
2222,Dwayne Haskins,QB,8.7,Away
2223,Dwayne Haskins,QB,19.04,Home
2224,Dwayne Haskins,QB,13.32,Home
2225,Brandin Cooks,WR,3.9,Away
2226,Brandin Cooks,WR,13.6,Home
2227,Brandin Cooks,WR,12.0,Away
2228,Brandin Cooks,WR,7.1,Home
2229,Brandin Cooks,WR,5.6,Away
2230,Brandin Cooks,WR,3.2,Home
2231,Brandin Cooks,WR,5.9,Away
2233,Brandin Cooks,WR,3.3,Home
2234,Brandin Cooks,WR,2.4,Away
2236,Brandin Cooks,WR,4.6,Away
2237,Brandin Cooks,WR,9.9,Away
2238,Brandin Cooks,WR,4.0,Home
2240,Darren Fells,TE,0.9,Home
2241,Darren Fells,TE,10.9,Away
2242,Darren Fells,TE,1.2,Home
2243,Darren Fells,TE,14.0,Home
2244,Darren Fells,TE,6.9,Away
2245,Darren Fells,TE,2.7,Away
2246,Darren Fells,TE,17.8,Home
2247,Darren Fells,TE,6.1,Away
2248,Darren Fells,TE,1.8,Away
2249,Darren Fells,TE,2.4,Home
2250,Darren Fells,TE,8.3,Home
2251,Darren Fells,TE,0.2,Home
2252,Darren Fells,TE,0.2,Away
2253,Darren Fells,TE,2.7,Away
2256,Anthony Miller,WR,0.2,Away
2257,Anthony Miller,WR,1.5,Away
2258,Anthony Miller,WR,1.1,Home
2259,Anthony Miller,WR,5.2,Away
2260,Anthony Miller,WR,4.3,Home
2261,Anthony Miller,WR,6.7,Home
2263,Anthony Miller,WR,0.7,Home
2264,Anthony Miller,WR,5.4,Away
2265,Anthony Miller,WR,7.7,Home
2266,Anthony Miller,WR,14.0,Away
2267,Anthony Miller,WR,10.2,Home
2268,Anthony Miller,WR,17.8,Away
2269,Anthony Miller,WR,0.2,Home
2270,Anthony Miller,WR,0.5,Away
2272,Steven Sims,WR,1.9,Home
2273,Steven Sims,WR,2.4,Home
2275,Steven Sims,WR,12.6,Home
2276,Steven Sims,WR,0.1,Away
